number,interest,title
437206,사기/공갈,아트테크 렌탈료 지급 문제와 관련한 법률 상담
437208,사기/공갈,자동차 보험사기에 공범으로 피의자 조사 받았을 때 실제 사기꾼에게 피해보상 가능성 확인
437209,폭행/협박/상해 일반,주차 중에 협박죄 성립가능성에 대한 상담
437213,사기/공갈,조건만남 사이트에서 발생한 문제와 대응 방법
437215,디지털 성범죄,라인을 통한 성범죄 관련 고소 상황에 대한 도움 요청
437216,임대차,임차인의 퇴거번복에 대한 법률적 상담
437217,명예훼손/모욕 일반,성형외과 모델 계약 종료 후 초상권 침해와 보상 가능성에 대한 상담
437218,임대차,중도퇴실 시 보증금 반환 문제와 법적 대응
437223,손해배상,호텔 객실 에어컨 누수로 인한 손해보상 여부
437224,고소/소송절차,명예훼손 고소 중인 상황에서 관련 내용 언급이 사실적시 명예훼손인지에 대한 상담
437225,노동/인사,급여 체불 문제와 노동청 상담
437226,명예훼손/모욕 일반,"단체 카카오톡방에서 명예회손을 당한 경우, 법적 대응 방법"
437227,폭행/협박/상해 일반,모르는 사람과의 쌍방폭행 상담
437228,고소/소송절차,"강제추행 합의금, 기소유예 가능성에 대한 판단"
437230,고소/소송절차,잠정조치 위반 여부에 대한 상담
437231,고소/소송절차,합의 전 고려사항과 절차에 대한 질문
437233,기타 재산범죄,절도 구약식 판결에 대한 질문
437234,대여금/채권추심,지급명령 이의신청과 소제기 예정에 대한 상담
437236,디지털 성범죄,유포 중인 불법 동영상 및 사진에 대한 대응 방안
437237,명예훼손/모욕 일반,사실적 시명예 훼손 성립 여부에 대한 궁금증
437240,명예훼손/모욕 일반,블로그 리뷰로 인한 영업피해와 대응방안
437241,사기/공갈,"오토바이 판매 중 잠수 상황, 어떻게 대처해야 할까?"
437242,디지털 성범죄,오픈채팅에서의 통매음 고소 가능성에 대한 상담
437243,손해배상,임신 협박에 대한 대응 방법과 법적 책임
437244,명예훼손/모욕 일반,주차문제로 인한 다툼과 명예훼손 고소 가능성
437247,매매/소유권 등,아파트 명의만 소유한 자의 권리 행사에 대한 상담
437254,폭행/협박/상해 일반,가족 간의 갈등으로 인한 특수상해 사건에 대한 조언 요청
437255,성폭력/강제추행 등,유사성행위 피의자로 경찰로부터 연락 받은 경우 대응 방법
437258,미성년 대상 성범죄,미성년자와 성인의 성관계에 대한 법적 문제
437259,손해배상,쌍커풀 수술 부작용 및 불만족에 따른 환불요청에 대한 상담
437262,병역/군형법,군징계시 피해자의 항고 가능 여부와 기간
437264,성폭력/강제추행 등,강제추행 혐의로 조사 받는 상황에 대한 상담
437267,이혼,이혼소송 재산분할과 부동산 경매 상황에 대한 상담
437268,형사일반/기타범죄,미성년자에게 술 판매에 대한 상담글
437272,사이버 명예훼손/모욕,인스타그램을 통한 개인정보 유출 및 고소 가능성에 대한 질문
437273,소송/집행절차,민사소송 1심 승소 후 항소 안할 경우 재판종료일에 대한 질문
437274,임대차,임대차보증금 반환소송과 명도소송에 대한 대처방법
437275,고소/소송절차,익명 에스크 고소 피의자로 고소 당한 경우에 대한 상담
437277,사기/공갈,빌려준 돈 회수와 압류에 대한 상담
437279,임대차,월세 미납으로 인한 소송 상황과 대처 방안
437281,디지털 성범죄,게임 내에서 음란물 링크 공유에 대한 법적 고려사항
437282,폭행/협박/상해 일반,통매음이나 모욕죄 고소 가능성에 대한 상담
437283,디지털 성범죄,화장실 몰카 대응 방법과 소송 절차
437284,사기/공갈,사기죄로 검찰 조사 후 처분 완료 및 법원 이송에 대한 상담
437285,횡령/배임,전세보증금 미반환에 대한 형사고소 가능성 및 부동산 중개인의 책임
437290,폭행/협박/상해 일반,협박죄의 성립과 자백글에 대한 질문
437291,폭행/협박/상해 일반,2차 가해에 대한 신고 방법과 대처법
437292,성폭력/강제추행 등,취한 상태에서 핸드폰으로 계좌이체를 한 돈을 갚지 않는 경우
437293,미성년 대상 성범죄,아청물 구매 및 제작에 관한 합의와 의문점
437296,기업법무,시청으로 부터 고발당한 상황에서의 대처 방안
437299,계약일반/매매,프리랜서 계약서 파기에 대한 문의
437300,마약/도박,"약사법,형사 전문 조언 필요"
437303,성폭력/강제추행 등,강제추행 신고 후 진행 절차와 기간
437305,고소/소송절차,재물손괴와 민사진행에 대한 어려움
437307,사기/공갈,"대여금 5천만원 못받고 있는 상황, 사기죄로 고소 가능성에 대한 궁금증"
437308,수사/체포/구속,가해자 가족의 폭언 협박죄 성립 가능성에 대한 상담
437309,고소/소송절차,양쪽 모두 진단서를 끊을 경우 쌍방 폭행 여부
437311,수사/체포/구속,조현병 환자의 가택침입 관련 상담
437312,손해배상,게이밍 노트북 사설수리 중 파손 문제와 보상 가능성
437313,명예훼손/모욕 일반,명예훼손으로 고소를 당할 수 있는 상황 대응 방법
437315,임대차,가압류와 경매 진행에 대한 이해
437316,사기/공갈,중국내 내용증명 발송 관련 상담
437317,수사/체포/구속,특수폭행 불송치 가능성과 대처 방안
437318,폭행/협박/상해 일반,게임 내 모욕죄 성립 가능성에 대한 상담
437320,고소/소송절차,모욕죄 고소와 형사사법포털 검색 결과 불일치에 대한 이해
437321,성폭력/강제추행 등,약속 불이행에 따른 처벌 가능성에 대한 질문
437323,상속,상속 순서 및 상속 재산 산정에 대한 상담
437324,노동/인사,학원강사 퇴사 관련 상담
437325,수사/체포/구속,경찰청 조사전 국보법 찬양고무 영장실직심사 법원출석
437326,사이버 명예훼손/모욕,SNS에서의 명예훼손 가능성에 대한 질문
437327,명예훼손/모욕 일반,익명 커뮤니티에서의 명예훼손 및 성희롱 문제 상담
437328,명예훼손/모욕 일반,사이버스토킹 및 불안감조성죄 성립 가능성에 대한 상담
437329,손해배상,항공사 에스코트 서비스 중 부상과 보상문제에 대한 상담
437330,소송/집행절차,건축물대장 소유자가 직계이고 망자일때 철거소송은 민사인가요? 가사소송(상속) 인가요?
437331,명예훼손/모욕 일반,명예훼손 관련 상담에 대한 이해와 대처방안
437333,사기/공갈,외국인과의 암호화폐 사기 관련 상담
437334,임대차,상가 이전 후 누수 관련 문제 상담
437337,디지털 성범죄,영장 발급과 카찰에 대한 이해와 대처 방법
437340,이혼,"알코올 의존증과 이혼, 필요한 증거와 부양의 의무"
437342,소송/집행절차,보증금 반환 소송 승소 후 진행 절차에 대한 상담
437343,디지털 성범죄,음란한 문언 작성으로 인한 형사처벌 상담
437344,사기/공갈,전자금융거래법 위반과 관련한 상담 요청
437345,고소/소송절차,영업사원 간의 충돌과 법적 대응 방안
437346,임대차,보증금 반환소송 제기 시기에 대한 상담
437347,명예훼손/모욕 일반,"공모 수상작에 대한 음해성 투서로 인한 업무방해, 명예훼손, 저작권 피해 상담"
437348,폭행/협박/상해 일반,특수폭행 상황에서의 합의 방법
437349,성폭력/강제추행 등,성범죄 피해자의 사건 진행과 의견서 제출에 대한 상담
437350,미성년 대상 성범죄,"인스타에서 음란 채팅 후 고소 위기, 어떻게 해야 할까요?"
437352,고소/소송절차,합의서 철회 가능성과 효력에 대한 질문
437353,사기/공갈,차용금 변제를 받지 못하는 상황에서의 법률적 대응 방법
437355,사이버 명예훼손/모욕,"전 남자친구에 의한 명예훼손 및 데이트 폭력, 고소 가능성에 대한 상담"
437357,사이버 명예훼손/모욕,팀원과의 마찰로 인한 명예훼손 고소 가능성에 대한 상담
437359,미성년 대상 성범죄,미성년자가 민증을 가지고 일한 사건에 대한 상담
437360,사이버 명예훼손/모욕,게임에서의 모욕죄와 통매음 성립 가능성에 대한 질문
437361,고소/소송절차,명예훼손 민사 대응에 대한 상담
437363,사기/공갈,개통 대출 사기와 대처 방법
437365,손해배상,투잡 중 과로사(심근경색)에 대한 유가족 보상 청구 가능성 상담 요청
437367,성폭력/강제추행 등,"통매음, 유사강간 신고 상담"
437370,디지털 성범죄,카톡 대화로 인한 법적 문제 가능성 상담
437372,사기/공갈,사기죄로 고소하는 방법에 대한 상담글
437373,폭행/협박/상해 일반,성폭행 혐의에 대한 무혐의 받는 방법
437374,손해배상,회사장비 파손에 관한 질문
437375,이혼,이혼소송 판결문 열람에 대한 상담
437376,사이버 명예훼손/모욕,오픈카톡에서 회사 명예훼손 및 영업방해
437378,건축/부동산 일반,상가건물 셔터로 인한 부상과 공작물책임에 대한 상담
437379,기타 재산범죄,에어비엔비 신고로 인한 조사 대응 방안
437380,음주/무면허,음주운전 의심신고 후 집에서의 음주측정 결과 상담
437383,성폭력/강제추행 등,술자리에서의 스킨쉽과 성추행 고소 가능성에 대한 상담
437384,이혼,폭행과 이혼 귀책사유의 관계
437385,기타 재산범죄,"주거침입, 협박, 명예훼손, 모욕에 대한 조사 상담"
437390,손해배상,치과 크라운 의료사고에 대한 상담
437391,성폭력/강제추행 등,상대방 고소조치
437392,고소/소송절차,통화 녹음본 제공의 위법성 및 법적 처벌
437393,매매/소유권 등,부동산 매매 대리 업무에 대한 법무사나 변호사의 역할
437398,성폭력/강제추행 등,회사내 카메라 촬영죄 사건과 피해자 상담
437400,횡령/배임,출장안마 보증금 사기 상담에 대한 조언
437401,사기/공갈,금전적 문제와 공범사기로 인한 고소 가능성에 대한 상담
437402,폭행/협박/상해 일반,전 남친으로부터 받은 내용증명서 처리 방법
437406,고소/소송절차,이혼소송중 배우자의 괴롭힘에 대한 문의
437407,고소/소송절차,상속과 유료분소송에 대한 질문
437410,사기/공갈,사기 관련 질문 및 상담 요청
437414,디지털 성범죄,카카오톡 통신매체이용음란 성립 가능성에 대한 질문
437415,사기/공갈,전자금융거래법 위반 상담
437421,사기/공갈,전 남자친구에게 빌려준 돈에 대한 고소 상담
437423,임대차,오피스텔 전입신고 불가와 주택임대차보호법 적용 가능성
437424,매매/소유권 등,중도금 미실행에 따른 계약무효 및 계약금 반환 가능성
437425,사기/공갈,조건만남 사기 대응방법에 대한 상담
437426,음주/무면허,"음주운전 신고 후 면허 정지 처분 예상, 벌금형과 변호사의 역할"
437428,기타 재산범죄,이자제한법에 따른 대출 이자 반환 가능성에 대한 상담
437429,이혼,부모님 이혼과 재산분할에 대한 상담
437430,명예훼손/모욕 일반,모욕죄 관련 상담글 분석
437431,상속,이복형제와 재산 상속에 관한 문의
